Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,SymbolYahoo
AOS,A O SMITH CORP,Industrials,Equity,"2,207,530.41",0.01,"2,207,530.41","32,709.00",67.49,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AOS
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"2,165,944.46",0.01,"2,165,944.46","25,063.00",86.42,United States,NASDAQ,USD,1.00,USD,-,WYNN
ENX,EURONEXT NV,Financials,Equity,"2,163,312.81",0.01,"2,163,312.81","15,646.00",138.27,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,ENX.PA
ALB,ALBEMARLE CORP,Materials,Equity,"2,159,000.08",0.01,"2,159,000.08","27,212.00",79.34,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ALB
EN,BOUYGUES SA,Industrials,Equity,"2,147,585.52",0.01,"2,147,585.52","54,546.00",39.37,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EN.PA
ROKU,ROKU INC CLASS A,Communication,Equity,"2,144,105.60",0.01,"2,144,105.60","30,784.00",69.65,United States,NASDAQ,USD,1.00,USD,-,ROKU
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,Equity,"2,127,333.02",0.01,"2,127,333.02","18,428.00",115.44,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,BESI.AS
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,Equity,"2,120,064.55",0.01,"2,120,064.55","476,419.00",4.45,Singapore,NASDAQ,USD,1.00,USD,-,GRAB
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"2,112,629.40",0.01,"2,112,629.40","70,515.00",29.96,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,HRL
EXAS,EXACT SCIENCES CORP,Health Care,Equity,"2,084,469.66",0.01,"2,084,469.66","46,137.00",45.18,United States,NASDAQ,USD,1.00,USD,-,EXAS
AM,DASSAULT AVIATION SA,Industrials,Equity,"2,076,312.58",0.01,"2,076,312.58","6,070.00",342.06,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,AM.PA
CA,CARREFOUR SA,Consumer Staples,Equity,"2,061,305.05",0.01,"2,061,305.05","145,351.00",14.18,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,CA.PA
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"2,021,222.00",0.01,"2,021,222.00","20,650.00",97.88,Peru,New York Stock Exchange Inc.,USD,1.00,USD,-,SCCO
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"1,994,971.40",0.01,"1,994,971.40","51,140.00",39.01,United States,NASDAQ,USD,1.00,USD,-,CPB
RDDT,REDDIT INC CLASS A,Communication,Equity,"1,978,951.16",0.01,"1,978,951.16","15,761.00",125.56,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,RDDT
ASRNL,ASR NEDERLAND NV,Financials,Equity,"1,971,687.82",0.01,"1,971,687.82","34,361.00",57.38,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,ASRNL.AS
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"1,935,875.50",0.01,"1,935,875.50","171,925.00",11.26,United States,NASDAQ,USD,1.00,USD,-,WBA
HTHT,H WORLD GROUP ADR LTD,Consumer Discretionary,Equity,"1,935,551.52",0.01,"1,935,551.52","50,722.00",38.16,China,NASDAQ,USD,1.00,USD,-,HTHT
GALP,GALP ENERGIA SGPS SA CLASS B,Energy,Equity,"1,925,433.36",0.01,"1,925,433.36","116,368.00",16.55,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.92,EUR,-,GALP.LS
DVA,DAVITA INC,Health Care,Equity,"1,912,361.36",0.01,"1,912,361.36","12,814.00",149.24,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DVA
GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,Equity,"1,905,650.98",0.01,"1,905,650.98","25,233.00",75.52,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,GBLB.BR
DAY,DAYFORCE INC,Industrials,Equity,"1,904,699.94",0.01,"1,904,699.94","33,451.00",56.94,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DAY
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"1,891,847.48",0.01,"1,891,847.48","171,674.00",11.02,United States,NASDAQ,USD,1.00,USD,-,RIVN
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"1,840,386.14",0.01,"1,840,386.14","56,767.00",32.42,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MGM
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,"1,823,794.54",0.01,"1,823,794.54","28,667.00",63.62,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FBIN
IMCD,IMCD NV,Industrials,Equity,"1,807,175.14",0.01,"1,807,175.14","12,852.00",140.61,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,IMCD.AS
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,"1,782,119.52",0.01,"1,782,119.52","81,264.00",21.93,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ACI
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,"1,761,651.17",0.01,"1,761,651.17","41,519.00",42.43,United States,NASDAQ,USD,1.00,USD,-,BSY
SW,SODEXO SA,Consumer Discretionary,Equity,"1,753,235.60",0.01,"1,753,235.60","21,708.00",80.76,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,SW.PA
FUTU,FUTU HOLDINGS ADR LTD,Financials,Equity,"1,753,370.92",0.01,"1,753,370.92","14,972.00",117.11,Hong Kong,NASDAQ,USD,1.00,USD,-,FUTU
DAL,DELTA AIR LINES INC,Industrials,Equity,"1,742,760.63",0.01,"1,742,760.63","37,167.00",46.89,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DAL
FOX,FOX CORP CLASS B,Communication,Equity,"1,670,111.05",0.01,"1,670,111.05","34,315.00",48.67,United States,NASDAQ,USD,1.00,USD,-,FOX
DNP,DINO POLSKA SA,Consumer Staples,Equity,"1,620,948.26",0.01,"1,620,948.26","12,788.00",126.76,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,DNP.WA
ERF,EUROFINS SCIENTIFIC,Health Care,Equity,"1,610,214.50",0.01,"1,610,214.50","29,393.00",54.78,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,ERF.PA
VIPS,VIPSHOP HOLDINGS SPONSORED ADS REP,Consumer Discretionary,Equity,"1,595,529.32",0.01,"1,595,529.32","90,092.00",17.71,China,New York Stock Exchange Inc.,USD,1.00,USD,-,VIPS
JMT,JERONIMO MARTINS SA,Consumer Staples,Equity,"1,588,089.02",0.01,"1,588,089.02","73,328.00",21.66,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.92,EUR,-,JMT.LS
TEP,TELEPERFORMANCE,Industrials,Equity,"1,572,696.00",0.01,"1,572,696.00","15,000.00",104.85,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,TEP.PA
DIM,SARTORIUS STEDIM BIOTECH SA,Health Care,Equity,"1,520,918.48",0.01,"1,520,918.48","6,956.00",218.65,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,DIM.PA
TAL,TAL EDUCATION GROUP ADR REPTG,Consumer Discretionary,Equity,"1,505,275.44",0.01,"1,505,275.44","105,117.00",14.32,China,New York Stock Exchange Inc.,USD,1.00,USD,-,TAL
GET,GETLINK,Industrials,Equity,"1,497,940.00",0.01,"1,497,940.00","87,055.00",17.21,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,GET.PA
KGH,KGHM POLSKA MIEDZ SA,Materials,Equity,"1,465,533.80",0.01,"1,465,533.80","40,450.00",36.23,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,KGH.WA
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"1,455,803.23",0.01,"1,455,803.23","40,699.00",35.77,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BFB
LPP,LPP SA,Consumer Discretionary,Equity,"1,441,840.25",0.01,"1,441,840.25",303.00,"4,758.55",Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,LPP.WA
SPL,SANTANDER BANK POLSKA SA,Financials,Equity,"1,428,522.79",0.01,"1,428,522.79","9,521.00",150.04,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,SPL.WA
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"1,412,729.00",0.01,"1,412,729.00","5,497.00",257.00,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BIO
XP,XP CLASS A INC,Financials,Equity,"1,397,383.02",0.01,"1,397,383.02","90,387.00",15.46,Brazil,NASDAQ,USD,1.00,USD,-,XP
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"1,392,078.60",0.01,"1,392,078.60","70,307.00",19.80,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BEN
BOL,BOLLORE,Communication,Equity,"1,370,211.15",0.01,"1,370,211.15","215,938.00",6.35,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,BOL.PA
LI,KLEPIERRE REIT SA,Real Estate,Equity,"1,351,527.76",0.01,"1,351,527.76","40,707.00",33.20,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,LI.PA
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"1,318,880.64",0.01,"1,318,880.64","17,842.00",73.92,United States,NASDAQ,USD,1.00,USD,-,UAL
BIM,BIOMERIEUX SA,Health Care,Equity,"1,310,722.53",0.01,"1,310,722.53","10,445.00",125.49,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,BIM.PA
IPN,IPSEN SA,Health Care,Equity,"1,307,172.82",0.01,"1,307,172.82","10,773.00",121.34,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,IPN.PA
QFIN,QIFU TECHNOLOGY ADR INC,Financials,Equity,"1,257,993.96",0.01,"1,257,993.96","26,692.00",47.13,China,NASDAQ,USD,1.00,USD,-,QFIN
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"1,252,555.92",0.01,"1,252,555.92","38,984.00",32.13,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,LUV
RAND,RANDSTAD HOLDING,Industrials,Equity,"1,243,108.07",0.01,"1,243,108.07","26,700.00",46.56,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,RAND.AS
GFC,GECINA SA,Real Estate,Equity,"1,218,308.62",0.01,"1,218,308.62","12,822.00",95.02,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,GFC.PA
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"1,195,236.00",0.01,"1,195,236.00","9,450.00",126.48,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,H
SYENS,SYENSQO NV,Materials,Equity,"1,180,015.30",0.01,"1,180,015.30","15,686.00",75.23,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,SYENS.BR
BZ,KANZHUN AMERICAN DEPOSITORY SHARES,Communication,Equity,"1,177,946.15",0.01,"1,177,946.15","57,545.00",20.47,China,NASDAQ,USD,1.00,USD,-,BZ
UHALB,U HAUL NON VOTING SERIES N,Industrials,Equity,"1,137,062.31",0.01,"1,137,062.31","19,427.00",58.53,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,UHALB
AKE,ARKEMA SA,Materials,Equity,"1,118,487.52",0.01,"1,118,487.52","12,406.00",90.16,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,AKE.PA
RXL,REXEL SA,Industrials,Equity,"1,098,028.83",0.01,"1,098,028.83","39,582.00",27.74,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,RXL.PA
DIE,DIETEREN (D) SA,Consumer Discretionary,Equity,"1,027,278.47",0.01,"1,027,278.47","5,835.00",176.05,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,DIE.BR
LOTB,LOTUS BAKERIES NV,Consumer Staples,Equity,"1,025,594.38",0.01,"1,025,594.38",111.00,"9,239.54",Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,LOTB.BR
ALE,ALLEGRO SA,Consumer Discretionary,Equity,"1,006,311.98",0.01,"1,006,311.98","122,096.00",8.24,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,ALE.WA
AMUN,AMUNDI SA,Financials,Equity,"996,669.88",0.01,"996,669.88","12,544.00",79.45,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,AMUN.PA
CDR,CD PROJEKT SA,Communication,Equity,"956,805.01",0.01,"956,805.01","16,970.00",56.38,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,CDR.WA
GLBE,GLOBAL E ONLINE LTD,Consumer Discretionary,Equity,"931,791.52",0.00,"931,791.52","25,136.00",37.07,Israel,NASDAQ,USD,1.00,USD,-,GLBE
SOF,SOFINA SA,Financials,Equity,"932,813.18",0.00,"932,813.18","3,672.00",254.03,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,SOF.BR
WLK,WESTLAKE CORP,Materials,Equity,"886,827.15",0.00,"886,827.15","8,235.00",107.69,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WLK
FDJU,FDJ UNITED,Consumer Discretionary,Equity,"823,829.54",0.00,"823,829.54","24,748.00",33.29,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,FDJU.PA
BVN,BUENAVENTURA ADR REPRESENTING,Materials,Equity,"728,270.19",0.00,"728,270.19","47,321.00",15.39,Peru,New York Stock Exchange Inc.,USD,1.00,USD,-,BVN
EDPR,EDP RENOVAVEIS SA,Utilities,Equity,"713,077.85",0.00,"713,077.85","77,222.00",9.23,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.92,EUR,-,EDPR.LS
LEGN,LEGEND BIOTECH ADR REP CORP,Health Care,Equity,"687,093.40",0.00,"687,093.40","18,110.00",37.94,China,NASDAQ,USD,1.00,USD,-,LEGN
INPST,INPOST SA,Industrials,Equity,"666,012.29",0.00,"666,012.29","42,496.00",15.67,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,INPST.AS
ADP,AEROPORTS DE PARIS SA,Industrials,Equity,"614,196.76",0.00,"614,196.76","5,652.00",108.67,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,ADP.PA
ATHM,AUTOHOME ADS REPRESENTING INC CLA,Communication,Equity,"587,663.37",0.00,"587,663.37","18,963.00",30.99,China,New York Stock Exchange Inc.,USD,1.00,USD,-,ATHM
MBK,MBANK SA,Financials,Equity,"521,301.38",0.00,"521,301.38","2,468.00",211.22,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,MBK.WA
COV,COVIVIO SA,Real Estate,Equity,"506,766.88",0.00,"506,766.88","9,045.00",56.03,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,COV.PA
RF,EURAZEO,Financials,Equity,"446,423.68",0.00,"446,423.68","5,745.00",77.71,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,RF.PA
ZAB,ZABKA GROUP SOCIETE ANONYME SA,Consumer Staples,Equity,"424,080.42",0.00,"424,080.42","72,271.00",5.87,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,ZAB.WA
JDEP,JDE PEETS NV,Consumer Staples,Equity,"413,546.39",0.00,"413,546.39","20,501.00",20.17,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,JDEP.AS
CVC,CVC CAPITAL PARTNERS PLC,Financials,Equity,"255,064.54",0.00,"255,064.54","12,347.00",20.66,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,CVC.AS
PGE,PGE POLSKA GRUPA ENERGETYCZNA SA,Utilities,Equity,"244,953.12",0.00,"244,953.12","121,462.00",2.02,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.83,PLN,-,PGE.WA
BES,BANCO ESPIRITO SANTO CLASS N SA,Financials,Equity,0.00,0.00,0.00,3.00,0.00,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.92,EUR,-,BES.LS
